address,bds,cost,distance_neu,distance_harvard,distance_mit,distance_bu
"506 E Broadway, Boston, MA",2,2600,4.4 km,10.7 km,8.6 km,9.4 km
"42 Vineland St #2, Boston, MA 02135",3,3500,8.6 km,2.4 km,8.7 km,3.0 km
"78 Glenville Ave, Allston, MA 02134",2,3200,6.5 km,2.9 km,5.8 km,2.0 km
"86 Brooks St UNIT 1, Brighton, MA 02135",5,5500,9.6 km,3.6 km,9.7 km,8.1 km
"40 Atkins St #1, Brighton, MA 02135",4,4000,12.1 km,4.8 km,9.8 km,8.5 km
"228 Kelton St, Allston, MA",1,2125,4.3 km,3.1 km,5.1 km,1.8 km
"52 Cummings Rd APT 1, Brighton, MA 02135",5,5000,5.2 km,3.7 km,6.2 km,2.9 km
"1666 Commonwealth Ave, Brighton, MA",1,3100,5.1 km,3.6 km,6.1 km,2.8 km
"1666 Commonwealth Ave, Brighton, MA",2,2800,5.1 km,3.6 km,6.1 km,2.8 km
"26 Fayette St, Boston, MA",1,2900,2.4 km,7.3 km,4.2 km,3.5 km
"70-72 Joy St, Boston, MA",Studio,2380,4.9 km,8.7 km,3.3 km,4.4 km
"70-72 Joy St, Boston, MA",1,3300,4.9 km,8.7 km,3.3 km,4.4 km
"70-72 Joy St, Boston, MA",2,3300,4.9 km,8.7 km,3.3 km,4.4 km
"28 Bayard St #2, Allston, MA 02134",5,4250,5.2 km,0.6 km,4.4 km,3.2 km
"16 Miner St, Boston, MA",2,4500,1.9 km,2.8 km,3.2 km,0.7 km
"124 Calumet St #1, Roxbury, MA 02120",2,3200,1.3 km,7.6 km,4.5 km,2.6 km
"25 Gordon St #1, Allston, MA 02134",3,4000,6.0 km,2.1 km,5.2 km,1.9 km
"7 Greenville St #1, Roxbury, MA 02119",1,2300,1.5 km,11.4 km,4.8 km,4.1 km
"71 Surrey St #1, Brighton, MA 02135",3,3150,10.5 km,4.5 km,6.9 km,3.7 km
"90 Morris St #2, East Boston, MA 02128",2,3400,8.3 km,12.1 km,7.0 km,7.8 km
"36 Easton St #2, Allston, MA 02134",3,3000,5.5 km,0.9 km,4.7 km,3.4 km
"117 Sutherland Rd #7, Brighton, MA 02135",1,2675,5.5 km,3.9 km,6.5 km,3.2 km
"14 Bayard St #1, Allston, MA 02134",5,4250,5.2 km,0.6 km,4.4 km,3.1 km
"24 Donnybrook Rd #2, Brighton, MA 02135",4,3700,9.7 km,3.8 km,9.8 km,3.8 km
"16 Shepard St #4, Brighton, MA 02135",3,4200,7.0 km,3.2 km,6.3 km,3.4 km
"8 Arlington St #3, Boston, MA 02116",3,3600,3.2 km,6.9 km,3.3 km,2.3 km
"10-12 Bayard St #1, Allston, MA 02134",5,4250,5.2 km,0.6 km,4.4 km,3.1 km
"194 Kelton St, Boston, MA",4,4400,4.4 km,3.0 km,5.1 km,1.8 km
"194 Kelton St, Boston, MA",5,5800,4.4 km,3.0 km,5.1 km,1.8 km
"235 Chestnut Hill Ave, Brighton, MA",4,6600,6.3 km,4.7 km,7.3 km,4.0 km
"11 Holton St #3, Boston, MA 02134",3,3000,7.6 km,0.9 km,4.9 km,2.7 km
"196 Green St, Jamaica Plain, MA",1,2750,3.7 km,7.7 km,8.1 km,5.6 km
"196 Green St, Jamaica Plain, MA",2,3400,3.7 km,7.7 km,8.1 km,5.6 km
"96 Dix St APT 1, Dorchester, MA 02122",2,3600,8.3 km,15.8 km,13.7 km,14.5 km
"12 Sparhawk St #1, Boston, MA 02135",4,4000,6.7 km,2.9 km,6.0 km,2.8 km
"55 Lanark Rd APT 9, Brighton, MA 02135",3,3500,5.2 km,4.0 km,6.5 km,3.2 km
"5 Delaware Pl #2, Brighton, MA 02135",3,3300,9.9 km,4.0 km,6.3 km,3.1 km
"126 Chiswick Rd #9, Brighton, MA 02135",4,3600,6.2 km,4.2 km,7.2 km,3.9 km
"8 Glenmont Rd #1, Brighton, MA 02135",3,3400,10.9 km,4.9 km,11.2 km,4.4 km
"12 Priscilla Rd #2, Brighton, MA 02135",5,4500,7.4 km,3.6 km,6.6 km,3.9 km
"104 Brooks St APT 2, Brighton, MA 02135",3,3800,9.6 km,3.7 km,9.8 km,4.1 km
"33 Lothrop St FLOOR 2, Brighton, MA 02135",4,3700,8.1 km,1.9 km,8.2 km,6.6 km
"41 N Crescent Cir #2, Brighton, MA 02135",3,3300,10.2 km,4.3 km,10.6 km,3.7 km
"130 Bigelow St FLOOR 2, Brighton, MA 02135",3,3800,9.9 km,4.0 km,10.1 km,8.5 km
"11-13 E Lenox St, Boston, MA",2,4200,1.0 km,7.3 km,3.9 km,2.9 km
"11-13 E Lenox St, Boston, MA",3,5800,1.0 km,7.3 km,3.9 km,2.9 km
"126 Marginal St, Boston, MA",2,2950,8.7 km,12.5 km,7.3 km,8.2 km
"93 Hobart St #2, Boston, MA 02135",4,3800,9.5 km,3.6 km,9.7 km,4.1 km
"24 Arlington St FLOOR 2, Brighton, MA 02135",3,3300,9.8 km,3.9 km,6.3 km,3.1 km
"92 Charles St, Boston, MA",Studio,2100,5.4 km,15.8 km,13.8 km,14.6 km
"26 Kenrick St #2, Brighton, MA 02135",4,4300,10.6 km,4.7 km,10.9 km,4.1 km
"(undisclosed Address), Boston, MA 02215",2,3350,3.8 km,8.7 km,5.5 km,4.4 km
"565 Massachusetts Ave APT 1, Roxbury, MA 02118",2,3800,1.3 km,8.3 km,3.9 km,2.8 km
"6-8 South St #3, Brighton, MA 02135",2,3500,6.6 km,5.6 km,7.6 km,4.3 km
"51 Dustin St #1, Brighton, MA 02135",3,3400,8.9 km,2.6 km,5.8 km,2.5 km
"67 Etna St #2, Brighton, MA 02135",5,4750,9.0 km,2.7 km,5.9 km,3.1 km
"(undisclosed Address), Brighton, MA 02135",4,3550,10.6 km,4.6 km,10.9 km,4.1 km
"79 Elmira St #1, Brighton, MA 02135",3,3100,6.9 km,2.9 km,6.1 km,2.9 km
"(undisclosed Address), Jamaica Plain, MA 02130",4,6695,4.3 km,7.5 km,7.9 km,5.4 km
"605 Cambridge St #2, Allston, MA 02134",1,9999,6.1 km,2.3 km,5.3 km,2.0 km
"54 Brackett St #3, Brighton, MA 02135",3,3500,12.6 km,4.7 km,10.3 km,4.8 km
"119 Webster St, Boston, MA",1,2800,8.5 km,12.3 km,7.2 km,8.0 km
"119 Webster St, Boston, MA",2,2700,8.5 km,12.3 km,7.2 km,8.0 km
"70 S Huntington Ave, Boston, MA",1,2000,2.1 km,4.7 km,5.0 km,2.5 km
"21 Kinross Rd APT 3, Brighton, MA 02135",3,3800,5.6 km,4.1 km,6.6 km,3.3 km
"20 Brackett St #2, Brighton, MA 02135",4,3800,12.6 km,4.6 km,10.2 km,4.7 km
"20 Newcastle Rd #2, Brighton, MA 02135",4,4000,9.7 km,3.8 km,9.8 km,3.8 km
"17 Gordon St #1, Allston, MA 02134",3,4000,8.3 km,2.0 km,5.3 km,1.9 km
"45 Cedar Grove St, Dorchester, MA 02124",3,3800,9.1 km,16.6 km,14.5 km,15.3 km
"24 Hull St, Boston, MA",1,2395,6.8 km,11.0 km,5.1 km,5.3 km
"30 Murdock St #3, Brighton, MA 02135",3,3800,6.7 km,2.9 km,5.9 km,2.7 km
"1731 Commonwealth Ave #2, Brighton, MA 02135",3,3300,5.8 km,4.2 km,6.8 km,3.5 km
"3 Putnam Pl, Roxbury, MA 02119",4,7200,1.4 km,8.1 km,5.0 km,3.5 km
"68 Woodstock Ave, Boston, MA",Studio,2075,4.3 km,3.1 km,5.2 km,1.9 km
"68 Woodstock Ave, Boston, MA",1,2400,4.3 km,3.1 km,5.2 km,1.9 km
"393 W Broadway, Boston, MA",2,3200,4.3 km,9.9 km,7.8 km,8.6 km
"168 N St, Boston, MA",4,5200,5.3 km,11.5 km,12.2 km,13.0 km
"168 N St, Boston, MA",5,7500,5.3 km,11.5 km,12.2 km,13.0 km
"29 Woodlawn St #1, Jamaica Plain, MA 02130",2,3000,5.0 km,9.0 km,9.4 km,6.9 km
"38 Claymoss Rd #2, Boston, MA 02135",4,3500,5.1 km,3.9 km,6.2 km,2.9 km
"34 Bentley St #2A, Brighton, MA 02135",3,3700,7.0 km,3.2 km,6.3 km,3.1 km
"34 Charter St, Boston, MA",1,2500,6.7 km,10.9 km,5.0 km,5.2 km
"10 Boston St, South Boston, MA",3,2900,2.8 km,10.7 km,8.6 km,9.4 km
"165 W 6th St #1, Boston, MA 02127",2,3300,4.0 km,10.1 km,8.0 km,8.8 km
"(undisclosed Address), Boston, MA 02115",2,3580,0.7 km,6.5 km,3.1 km,2.1 km
"110 Kenrick St FLOOR 2, Brighton, MA 02135",3,4000,12.9 km,5.0 km,10.6 km,4.4 km
"11 Charter St, Boston, MA",2,2800,6.8 km,11.0 km,5.1 km,5.3 km
"48 Juliette St FLOOR 3, Dorchester, MA 02122",2,3000,4.7 km,15.5 km,13.4 km,14.3 km
"26 Aldie St #1, Allston, MA 02134",5,4250,7.6 km,1.3 km,5.2 km,2.5 km
"12 Woodmont St #1, Brighton, MA 02135",4,3800,9.4 km,3.5 km,9.5 km,7.9 km
"883 Huntington Ave, Boston, MA",1,2500,3.0 km,4.5 km,4.9 km,2.4 km
"883 Huntington Ave, Boston, MA",2,2695,3.0 km,4.5 km,4.9 km,2.4 km
"676 Adams St #1A, Dorchester, MA 02122",2,2700,9.9 km,17.3 km,15.3 km,16.1 km
"340 Market St, Brighton, MA 02135",5,7000,9.0 km,2.8 km,6.2 km,3.0 km
"48 Belden St FLOOR 2, Dorchester, MA 02125",3,3300,2.9 km,13.0 km,11.0 km,5.6 km
"(undisclosed Address), Boston, MA 02128",3,3950,9.3 km,13.4 km,8.0 km,8.8 km
"22 Bellvista Rd #9, Brighton, MA 02135",2,3000,4.7 km,3.1 km,5.4 km,2.1 km
"282 Corey Rd #2, Brighton, MA 02135",2,2900,4.2 km,2.9 km,5.2 km,1.9 km
"137 Marcella St #2, Boston, MA 02119",2,3150,1.7 km,8.4 km,5.4 km,3.8 km
"33 Newcastle Rd #2, Boston, MA 02135",5,6000,9.8 km,3.9 km,9.9 km,3.9 km
"228 Faneuil St #2, Brighton, MA 02135",4,4000,9.7 km,3.7 km,9.8 km,3.8 km
"24 Long Ave #1, Allston, MA 02134",5,5500,6.5 km,2.9 km,5.7 km,2.0 km
"(undisclosed Address), Boston, MA 02215",Studio,2600,3.8 km,8.7 km,5.5 km,4.4 km
"32 Cunard St #2, Boston, MA 02120",3,4650,0.2 km,7.8 km,3.7 km,2.9 km
"379 Commonwealth Ave, Boston, MA",Studio,2200,1.1 km,5.3 km,2.1 km,0.6 km
"379 Commonwealth Ave, Boston, MA",1,2900,1.1 km,5.3 km,2.1 km,0.6 km
"20 Highgate St, Allston, MA",2,3800,5.4 km,1.8 km,4.7 km,1.4 km
"20 Highgate St, Allston, MA",5,5900,5.4 km,1.8 km,4.7 km,1.4 km
"9 Glover Ct, Boston, MA",3,4000,3.1 km,10.4 km,8.3 km,9.1 km
"168 Endicott St #2A, Boston, MA 02113",3,4500,6.4 km,10.6 km,4.7 km,4.9 km
"17 Holman St, Allston, MA",4,5500,5.4 km,1.1 km,4.7 km,3.4 km
"17 Holman St, Allston, MA",5,6000,5.4 km,1.1 km,4.7 km,3.4 km
"25 Peverell St, Dorchester, MA",3,3500,4.0 km,13.4 km,11.3 km,12.1 km
"21 Fairbanks St #1, Brighton, MA 02135",3,3600,10.2 km,4.2 km,10.3 km,4.2 km
"22 Brackett St SUITE 2, Brighton, MA 02135",4,3800,12.5 km,4.6 km,10.2 km,4.7 km
"(undisclosed Address), Boston, MA 02120",2,3300,1.1 km,7.5 km,4.3 km,2.7 km
"(undisclosed Address), Boston, MA 02120",2,3200,1.1 km,7.5 km,4.3 km,2.7 km
"24 Matchett St #1, Brighton, MA 02135",3,3400,12.0 km,4.5 km,9.7 km,8.4 km
"38 Foster St #1, Brighton, MA 02135",2,3250,10.2 km,4.3 km,6.6 km,3.4 km
"18 Grove St, Boston, MA",1,3100,12.1 km,18.8 km,13.9 km,11.4 km
"392 W Broadway APT 4, Boston, MA 02127",1,3400,4.4 km,9.9 km,7.8 km,8.7 km
"(undisclosed Address), Dorchester, MA 02124",2,2600,11.5 km,18.9 km,16.9 km,17.7 km
"856 E Broadway #1H, Boston, MA 02127",5,6750,5.2 km,11.2 km,9.7 km,11.2 km
"870 E 2nd St #3, South Boston, MA 02127",2,5000,6.9 km,11.2 km,9.6 km,11.2 km
"129 Chiswick Rd #1, Brighton, MA 02135",4,3600,6.2 km,4.1 km,7.2 km,3.9 km
"21 Montfern Ave #2, Brighton, MA 02135",3,3100,12.6 km,4.7 km,10.3 km,4.8 km
"175 Athens St, South Boston, MA 02127",2,4200,4.3 km,9.8 km,7.7 km,8.5 km
"8 Malbert Rd, Boston, MA",5,4000,10.4 km,4.4 km,10.8 km,3.6 km
"8 Malbert Rd, Boston, MA",6,4000,10.4 km,4.4 km,10.8 km,3.6 km
"837 Dorchester Ave #2, Dorchester, MA 02125",3,3800,3.6 km,12.4 km,10.3 km,11.1 km
"15 Long Ave #2, Allston, MA 02134",3,3300,6.5 km,2.9 km,5.7 km,2.0 km
"10 Wiget St, Boston, MA",2,2500,6.5 km,10.6 km,3.8 km,5.2 km
"20 Bigelow St #3, Brighton, MA 02135",3,3300,10.3 km,4.4 km,10.0 km,4.5 km
"6 Oliva Rd #1, Brighton, MA 02135",2,2800,9.4 km,3.5 km,9.5 km,7.9 km
"21 Lothrop St #2, Boston, MA 02135",4,3900,8.0 km,1.9 km,8.2 km,6.6 km
"18 Burton St #2, Brighton, MA 02135",4,4000,11.8 km,5.0 km,9.5 km,8.2 km
"689 Washington St APT 1, Boston, MA 02124",4,3800,6.3 km,19.1 km,17.0 km,17.8 km
"533 Newbury St, Boston, MA",1,2650,1.1 km,5.7 km,2.4 km,0.4 km
"533 Newbury St, Boston, MA",2,3800,1.1 km,5.7 km,2.4 km,0.4 km
"5 Saint James Pl, Roxbury, MA 02119",4,5000,1.9 km,8.6 km,5.6 km,4.0 km
"185 Saint Botolph St, Boston, MA",Studio,2200,0.7 km,6.2 km,2.8 km,1.7 km
"185 Saint Botolph St, Boston, MA",1,2100,0.7 km,6.2 km,2.8 km,1.7 km
"70 Brayton Rd #1, Brighton, MA 02135",3,3100,12.6 km,4.7 km,10.3 km,4.8 km
"35 Oak St, Boston, MA",1,2195,8.5 km,4.7 km,4.6 km,8.0 km
"25 Mount Hood Rd APT 3, Brighton, MA 02135",2,2675,4.9 km,3.9 km,6.0 km,2.7 km
"84 Gordon St APT 306, Brighton, MA 02135",1,2600,7.2 km,2.8 km,6.5 km,3.2 km
"260 Chestnut Hill Ave #4, Brighton, MA 02135",Studio,2350,6.2 km,4.3 km,7.3 km,3.9 km
"38 Oak St, Boston, MA",1,2200,3.7 km,7.6 km,4.8 km,4.2 km
"25 Gloucester St, Boston, MA",1,2350,1.5 km,5.8 km,2.1 km,1.1 km
"25 Gloucester St, Boston, MA",2,1400,1.5 km,5.8 km,2.1 km,1.1 km
"142 Lake Shore Rd #2, Brighton, MA 02135",3,3300,13.4 km,5.4 km,11.0 km,4.7 km
"242 Corey Rd #1, Brighton, MA 02135",2,2900,4.4 km,3.1 km,5.3 km,2.1 km
"8 Oakhurst St #6, Dorchester Center, MA 02124",3,3500,6.8 km,20.2 km,18.2 km,10.1 km
"24 Shepard St #2, Brighton, MA 02135",2,3300,7.1 km,3.3 km,6.3 km,3.5 km
"41 Rosemont St #2, Dorchester, MA 02122",2,2750,8.6 km,16.0 km,14.0 km,14.8 km
"8 Saint Andrew Rd, Boston, MA 02128",3,3500,11.8 km,16.9 km,10.5 km,11.3 km
"37 Aldie St #1, Boston, MA 02134",1,2900,7.6 km,1.3 km,5.2 km,2.5 km
"2 Newhill Pl, Boston, MA 02127",2,2500,6.5 km,10.8 km,9.2 km,10.8 km
"75 Etna St #2, Brighton, MA 02135",3,3000,9.0 km,2.8 km,6.0 km,3.0 km
"64 Brighton Ave, Allston, MA",1,1900,4.3 km,2.1 km,4.1 km,0.8 km
"231 Chestnut Hill Ave, Brighton, MA",3,3600,6.3 km,4.7 km,7.3 km,4.0 km
"231 Chestnut Hill Ave, Brighton, MA",4,6000,6.3 km,4.7 km,7.3 km,4.0 km
"22 Park Vale Ave APT 2, Allston, MA 02134",3,3400,6.2 km,2.5 km,5.4 km,1.8 km
"20 Ranelegh Rd #2, Brighton, MA 02135",2,3000,9.4 km,3.5 km,9.5 km,7.9 km
"221 Kelton St, Boston, MA",Studio,1875,4.3 km,3.1 km,5.1 km,1.8 km
"221 Kelton St, Boston, MA",1,2150,4.3 km,3.1 km,5.1 km,1.8 km
"460B Harrison Ave, Boston, MA",2,4100,2.9 km,9.4 km,7.3 km,8.2 km
"18 Brookline Ave #205, Boston, MA 02215",Studio,4097,1.2 km,5.7 km,2.5 km,0.4 km
"18 Atlantic St, Boston, MA",4,5000,3.9 km,10.5 km,8.4 km,9.2 km
"18 Atlantic St, Boston, MA",5,6500,3.9 km,10.5 km,8.4 km,9.2 km
"741-20 E 6th St, Boston, MA",3,3700,5.4 km,11.4 km,9.9 km,11.4 km
"743 E 4th St #202A, Boston, MA 02127",2,3600,5.3 km,11.0 km,9.4 km,10.9 km
"311 South St #B3, Brighton, MA 02135",1,2550,6.6 km,5.6 km,7.6 km,4.3 km
"41 Englewood Ave #21, Brighton, MA 02135",1,2300,5.1 km,4.3 km,6.5 km,3.5 km
"2023 Commonwealth Ave #1, Brighton, MA 02135",2,3750,11.3 km,5.3 km,7.7 km,4.6 km
"6 Radcliffe Rd #B, Boston, MA 02134",2,2900,6.0 km,2.3 km,5.2 km,1.6 km
"610 E 2nd St, South Boston, MA",2,2800,4.6 km,10.9 km,8.7 km,9.5 km
"72 Revere St #F3, Boston, MA 02114",Studio,2500,4.4 km,8.2 km,2.8 km,3.9 km
"162 N Beacon St #23, Brighton, MA 02135",1,2100,8.8 km,2.9 km,6.4 km,3.2 km
"(undisclosed Address), Boston, MA 02115",1,2900,0.7 km,6.5 km,3.1 km,2.1 km
"5295 Washington St #1, West Roxbury, MA 02132",1,2400,13.5 km,31.2 km,15.4 km,12.9 km
"26 Mount Vernon St UNIT 4R, Boston, MA 02108",1,3250,3.7 km,7.4 km,3.2 km,3.2 km
"1411 Commonwealth Ave APT 503, Brighton, MA 02135",1,2100,7.2 km,2.8 km,6.4 km,3.1 km
"11 Greylock Rd #1, Allston, MA 02134",4,3900,6.6 km,3.0 km,5.8 km,2.3 km
"1933 Commonwealth Ave, Boston, MA",1,2300,11.6 km,5.7 km,8.0 km,4.3 km
"1933 Commonwealth Ave, Boston, MA",2,3300,11.6 km,5.7 km,8.0 km,4.3 km
"16 Copenger St #U1, Boston, MA 02120",4,4300,1.8 km,4.9 km,5.2 km,2.8 km
"15 Dana Ave #6, Hyde Park, MA 02136",2,3000,10.0 km,14.0 km,14.4 km,11.9 km
"2 Copps Hill Ter APT 3, Boston, MA 02113",2,2800,6.5 km,10.7 km,4.8 km,5.0 km
"1258 Commonwealth Ave, Boston, MA",2,3050,4.2 km,2.3 km,4.6 km,1.3 km
"1258 Commonwealth Ave, Boston, MA",3,3200,4.2 km,2.3 km,4.6 km,1.3 km
"109 Oakland St #2, Brighton, MA 02135",3,3000,9.8 km,3.9 km,9.9 km,3.8 km
"1183 Boylston St #11, Boston, MA 02215",1,2700,0.7 km,5.5 km,2.4 km,0.9 km
"2-4 Chestnut Pl #1, Brighton, MA 02135",2,3500,7.2 km,3.4 km,6.4 km,3.2 km
"1496 Commonwealth Ave APT 5, Brighton, MA 02135",3,3200,4.9 km,3.0 km,5.5 km,2.2 km
"102 Nonantum St #1, Brighton, MA 02135",2,2700,12.7 km,4.8 km,10.4 km,4.8 km
"62 Hobson St #1, Brighton, MA 02135",4,3995,9.6 km,3.7 km,9.7 km,4.1 km
"288 N Harvard St #2, Allston, MA 02134",3,3250,5.0 km,0.6 km,4.2 km,2.9 km
"168 Endicott St, Boston, MA",3,4500,6.4 km,10.6 km,4.7 km,4.9 km
"61-63 Philbrick St UNIT 1, Roslindale, MA 02131",2,3200,6.6 km,10.6 km,10.9 km,8.5 km
"7 Kingsdale St #2B, Dorchester Center, MA 02124",3,3100,5.6 km,17.4 km,15.3 km,10.4 km
"1173 Boylston St #33, Boston, MA 02215",1,2650,1.2 km,6.0 km,2.9 km,1.4 km
"513 Washington St UNIT 2, Boston, MA 02135",3,2900,10.4 km,4.4 km,10.5 km,3.8 km
"(undisclosed Address), Boston, MA 02115",2,2995,0.7 km,6.5 km,3.1 km,2.1 km
"1 Charles St S, Boston, MA",2,9500,2.5 km,7.5 km,3.9 km,3.2 km
"25 Chester St APT 3, Allston, MA 02134",4,3800,4.7 km,2.2 km,4.5 km,1.2 km
"580 Washington St #412, Boston, MA 02111",1,4150,4.6 km,8.5 km,6.2 km,7.0 km
"310 Allston St #3F, Brighton, MA 02135",1,2750,4.8 km,3.4 km,5.6 km,2.3 km
"105 Oakland St #2, Boston, MA 02135",2,3000,9.8 km,3.9 km,9.9 km,3.8 km
"33 Greenbrier St, Dorchester, MA 02124",3,3400,5.7 km,16.6 km,14.5 km,15.3 km
"(undisclosed Address), Allston, MA 02134",1,2200,4.9 km,1.3 km,4.1 km,2.8 km
"357 Hanover St, Boston, MA 02113",1,2800,6.7 km,10.8 km,3.8 km,4.9 km
"54 Donnybrook Rd #3, Brighton, MA 02135",3,3000,9.7 km,3.8 km,9.8 km,4.0 km
"23 Gordon St, Allston, MA",4,4000,6.0 km,2.1 km,5.2 km,1.9 km
"23 Gordon St, Allston, MA",5,5500,6.0 km,2.1 km,5.2 km,1.9 km
"120 M St #2H, Boston, MA 02127",5,7000,5.3 km,11.3 km,12.2 km,13.0 km
"608 Dorchester Ave #3F, Boston, MA 02127",2,3500,2.8 km,10.7 km,8.6 km,9.4 km
"9 Sewall St, Roxbury, MA 02120",6,9600,1.1 km,7.5 km,4.3 km,2.8 km
"1611 Tremont St APT 2, Roxbury Crossing, MA 02120",2,3600,1.2 km,7.5 km,4.4 km,2.3 km
"6 Ashley St APT 3, Jamaica Plain, MA 02130",3,3000,2.5 km,9.3 km,7.3 km,4.9 km
"19 Montfern Ave #2, Boston, MA 02135",2,2600,12.6 km,4.7 km,10.3 km,4.7 km
"6 Elder St FLOOR 3, Dorchester, MA 02125",3,2800,2.9 km,12.4 km,10.3 km,5.6 km
"16 Wallingford Rd #2, Brighton, MA 02135",2,2700,5.7 km,4.2 km,6.7 km,3.4 km
"65 E India Row, Boston, MA",1,3400,5.1 km,9.3 km,4.0 km,6.8 km
"65 E India Row, Boston, MA",2,4400,5.1 km,9.3 km,4.0 km,6.8 km
"1948 Washington St #5J, Boston, MA 02118",2,5000,1.0 km,7.3 km,3.9 km,2.9 km
"59 Pinckney St, Boston, MA",1,3300,4.5 km,8.3 km,2.8 km,4.0 km
"606 Columbus Ave APT 1R, Boston, MA 02118",3,4350,0.7 km,6.5 km,3.0 km,2.0 km
"(undisclosed Address), Boston, MA 02113",1,2600,6.9 km,11.0 km,5.1 km,5.4 km
"(undisclosed Address), Boston, MA 02135",2,2675,10.6 km,4.6 km,10.9 km,4.1 km
"819 E Broadway #2, Boston, MA 02127",3,3900,5.0 km,11.1 km,9.5 km,11.1 km
"785 Tremont St #118, Boston, MA 02118",2,4600,0.8 km,6.6 km,3.2 km,2.2 km
"34 Foster St #1, Brighton, MA 02135",4,3500,10.3 km,4.3 km,6.7 km,3.5 km
"10 Murdock St #1, Brighton, MA 02135",3,2900,6.6 km,2.8 km,5.9 km,2.7 km
"1715 Commonwealth Ave APT 3, Boston, MA 02135",4,3700,5.8 km,4.3 km,6.8 km,3.6 km
"12 Greylock Rd #4, Allston, MA 02134",4,3800,6.6 km,3.0 km,5.8 km,2.3 km
"24 Nottinghill Rd #2, Brighton, MA 02135",2,3400,6.3 km,4.6 km,7.6 km,4.0 km
"32 Leicester St #2, Brighton, MA 02135",3,3300,10.3 km,4.4 km,6.6 km,3.4 km
"195 Commonwealth Ave, Boston, MA",1,3150,1.9 km,6.2 km,2.5 km,1.5 km
"78 Hunnewell Ave #1, Boston, MA 02135",3,2900,12.0 km,4.7 km,9.6 km,8.4 km
"38 Saunders St #38, Allston, MA 02134",5,6350,8.4 km,2.2 km,5.4 km,2.1 km
"60 Brighton Ave, Allston, MA",1,2100,4.2 km,2.1 km,4.1 km,0.8 km
"1948 Commonwealth Ave #1, Brighton, MA 02135",1,2750,6.2 km,4.7 km,7.2 km,3.9 km
"14 Sutherland Rd #1, Boston, MA 02135",3,3500,5.5 km,4.3 km,6.9 km,3.6 km
"22 Bryon Rd #1, Chestnut Hill, MA 02467",2,2700,9.3 km,10.7 km,12.4 km,9.9 km
"10 Long Ave APT 1, Allston, MA 02134",3,3300,6.5 km,2.8 km,5.7 km,2.0 km
"13 Bowdoin St APT 3AB, Boston, MA 02114",2,4400,5.2 km,16.7 km,14.7 km,7.9 km
"88 Beechcroft St, Brighton, MA",2,3000,10.3 km,4.4 km,10.4 km,4.3 km
